Grt_Mg,Grt_Ca,Grt_Mn,Grt_Fe,Cld_Mg,Cld_Fe,Ms_Mg,Ms_Fe,Ms_Si,Ms_Al,Ms_Na
0.35,0.16,0.05,2.32,0.21,0.8,0.38,0.08,3.57,1.96,0.04
auto
